1,4	1,8
1,4	1,12
1,4	1,22
1,4	1,38
1,4	3,24
1,4	3,26
1,4	5,12
1,4	5,22
1,4	5,24
1,4	9,12
1,4	9,22
1,4	9,34
1,4	9,38
1,4	13,22
1,4	19,26
1,4	23,24
1,4	25,26
1,4	25,32
1,4	35,38
1,4	0,0
1,8	1,12
1,8	1,22
1,8	1,38
1,8	3,18
1,8	3,24
1,8	3,26
1,8	3,36
1,8	5,12
1,8	5,22
1,8	5,24
1,8	9,12
1,8	9,22
1,8	9,34
1,8	9,38
1,8	13,22
1,8	19,26
1,8	19,36
1,8	21,38
1,8	23,24
1,8	25,26
1,8	25,32
1,8	35,38
1,8	0,0
1,12	1,22
1,12	1,38
1,12	5,12
1,12	5,22
1,12	5,24
1,12	7,10
1,12	7,14
1,12	9,12
1,12	9,22
1,12	9,34
1,12	9,38
1,12	11,14
1,12	13,22
1,12	21,38
1,12	23,24
1,12	35,38
1,12	0,0
1,22	1,38
1,22	3,24
1,22	3,26
1,22	5,12
1,22	5,22
1,22	5,24
1,22	9,12
1,22	9,22
1,22	9,34
1,22	9,38
1,22	13,22
1,22	19,26
1,22	23,24
1,22	25,26
1,22	25,32
1,22	35,38
1,22	0,0
1,38	5,12
1,38	5,22
1,38	5,24
1,38	9,12
1,38	9,22
1,38	9,34
1,38	9,38
1,38	13,22
1,38	17,20
1,38	17,28
1,38	21,28
1,38	21,38
1,38	23,24
1,38	35,38
1,38	0,0
3,18	3,24
3,18	3,26
3,18	3,36
3,18	5,24
3,18	7,10
3,18	7,14
3,18	9,12
3,18	9,22
3,18	9,34
3,18	9,38
3,18	11,14
3,18	17,20
3,18	19,26
3,18	19,36
3,18	21,28
3,18	21,38
3,18	23,24
3,18	25,26
3,18	25,32
3,18	31,36
3,18	35,38
3,24	3,26
3,24	3,36
3,24	5,12
3,24	5,22
3,24	5,24
3,24	9,12
3,24	9,22
3,24	9,34
3,24	9,38
3,24	13,22
3,24	19,26
3,24	19,36
3,24	21,38
3,24	23,24
3,24	25,26
3,24	25,32
3,24	35,38
3,24	0,0
3,26	3,36
3,26	5,24
3,26	7,10
3,26	7,14
3,26	11,14
3,26	17,20
3,26	17,28
3,26	19,26
3,26	19,36
3,26	21,28
3,26	23,24
3,26	25,26
3,26	25,32
3,26	31,36
3,36	5,12
3,36	5,22
3,36	5,24
3,36	7,14
3,36	9,12
3,36	9,22
3,36	9,34
3,36	9,38
3,36	11,14
3,36	13,22
3,36	19,26
3,36	19,36
3,36	23,24
3,36	25,26
3,36	25,32
3,36	31,36
3,36	0,0
5,12	5,22
5,12	5,24
5,12	9,12
5,12	9,22
5,12	9,34
5,12	9,38
5,12	13,22
5,12	19,26
5,12	23,24
5,12	25,26
5,12	25,32
5,12	35,38
5,12	0,0
5,22	5,24
5,22	9,12
5,22	9,22
5,22	9,34
5,22	9,38
5,22	13,22
5,22	19,26
5,22	19,36
5,22	23,24
5,22	25,26
5,22	25,32
5,22	31,36
5,22	0,0
5,24	9,12
5,24	9,22
5,24	9,34
5,24	9,38
5,24	13,22
5,24	19,26
5,24	19,36
5,24	21,38
5,24	23,24
5,24	25,26
5,24	25,32
5,24	35,38
5,24	0,0
7,10	7,14
7,10	9,12
7,10	9,22
7,10	9,34
7,10	9,38
7,10	11,14
7,10	13,22
7,10	21,38
7,10	23,24
7,10	35,38
7,10	0,0
7,14	9,12
7,14	9,22
7,14	9,34
7,14	9,38
7,14	11,14
7,14	13,22
7,14	23,24
7,14	25,26
7,14	25,32
7,14	0,0
9,12	9,22
9,12	9,34
9,12	9,38
9,12	13,22
9,12	17,20
9,12	17,28
9,12	21,28
9,12	21,38
9,12	23,24
9,12	35,38
9,12	0,0
9,22	9,34
9,22	9,38
9,22	13,22
9,22	19,26
9,22	23,24
9,22	25,26
9,22	25,32
9,22	35,38
9,22	0,0
9,34	9,38
9,34	11,14
9,34	13,22
9,34	19,26
9,34	19,36
9,34	21,38
9,34	23,24
9,34	25,26
9,34	25,32
9,34	35,38
9,34	0,0
9,38	13,22
9,38	17,20
9,38	17,28
9,38	21,28
9,38	21,38
9,38	23,24
9,38	35,38
9,38	0,0
11,14	13,22
11,14	23,24
11,14	25,26
11,14	25,32
11,14	0,0
13,22	19,26
13,22	23,24
13,22	25,26
13,22	25,32
13,22	35,38
13,22	0,0
17,20	17,28
17,20	21,28
17,20	21,38
17,20	35,38
17,28	19,36
17,28	21,28
17,28	21,38
17,28	31,36
19,26	19,36
19,26	23,24
19,26	25,26
19,26	25,32
19,26	31,36
19,36	25,26
19,36	31,36
21,28	21,38
21,28	35,38
21,28	0,0
21,38	23,24
21,38	35,38
21,38	0,0
23,24	25,26
23,24	25,32
23,24	35,38
23,24	0,0
25,26	25,32
25,26	35,38
25,26	0,0
25,32	35,38
25,32	0,0
35,38	0,0
